node_id,lattitude,longitude,
205,37.69656068,125.1850639,
206,37.3410739,125.3876803,
207,37.32336888,128.2521788,
208,37.69214542,128.031042,
209,37.23025218,125.1844518,
210,37.32728948,126.73205,
211,37.1769729,125.8451901,
212,37.28344579,124.1183068,
213,37.00755084,124.1918839,
214,37.71285601,128.2706567,
215,37.46070237,127.7069666,
216,37.38872864,127.3741723,
217,37.00631,124.9546169,
218,37.46866301,125.0202182,
219,37.38742784,128.5162869,
220,37.31859437,128.1437645,
221,37.27293486,126.9836301,
222,36.97852106,125.4145186,
223,37.46196444,127.6905113,
224,37.31759933,126.2827562,
225,37.29774137,125.2980046,
226,37.72093537,127.2291267,
227,37.21776627,128.0397108,
228,37.10316975,126.681722,
229,37.45676002,128.4803796,
230,37.25947439,126.9064096,
231,37.39940736,124.2659249,
232,37.13522374,126.2406741,
233,37.33249137,124.1165228,
234,37.4248437,125.6156834,
235,37.13318378,124.7988608,
236,37.29191922,125.019859,
237,37.2381325,124.5840088,
238,37.5360316,128.2415471,
239,37.00316437,127.1161266,
240,37.103125,125.0141174,
241,37.12120533,128.6922971,
242,37.14134963,124.8941709,
243,37.68826589,125.6172781,
244,37.51105145,128.2755223,
245,37.7130839,127.3885653,
246,37.01815432,126.0180669,
247,37.33510748,124.5104588,
248,37.06333388,128.3053046,
249,37.11774288,125.5686516,
250,37.34858155,125.1997211,
251,37.53444008,127.4867874,
252,37.62769732,125.6486738,
253,37.30354085,127.2998164,
254,37.64824655,123.9820172,
255,37.24504428,126.5161802,
256,37.5089083,127.6175413,
257,37.45838762,124.2601734,
258,37.0610981,128.2716959,
259,37.38160963,126.578232,
260,37.17346947,126.3371152,
261,36.97978609,128.3166062,
262,37.73862432,125.496002,
263,37.00710122,128.6803847,
264,37.08801073,124.3401124,
265,37.64375441,124.4168019,
266,37.74487267,126.895851,
267,37.38551485,125.2482258,
268,37.24699948,124.1910241,
269,37.45753768,127.3230324,
270,37.72895434,124.6606349,
271,37.53991256,127.7546024,
272,37.58258321,126.5739837,
273,37.70669506,128.2742507,
274,37.02349308,124.5379888,
275,37.62329216,125.2722733,
276,37.69255849,123.9626659,
277,37.33691096,126.5172572,
278,37.25241449,125.3738346,
279,37.21905389,128.0945315,
280,37.08155794,124.4755189,
281,37.54812534,125.5605253,
282,37.30036182,125.415946,
283,37.51446912,127.0682042,
284,37.08917198,125.5229257,
285,37.58738572,126.1867118,
286,37.00153132,124.6700665,
287,37.3652172,125.0383015,
288,37.61939671,124.5938165,
289,37.6649136,126.4557919,
290,37.1027308,126.6852591,
291,37.24589198,127.0075631,
292,37.51642165,124.6162099,
293,37.44943095,127.2194996,
294,37.22625077,127.8690937,
295,37.01545129,127.1783864,
296,37.52764661,126.4337648,
297,37.03489577,126.4683704,
298,37.55105646,128.3666721,
299,37.52104447,125.7700409,
300,37.01891496,125.6248673,
301,36.980309,124.47695,
302,37.35947177,128.1365779,
303,37.01427825,126.2549583,
304,37.21868866,125.9247633,
305,37.26012448,124.8352786,
306,37.68163694,128.6977417,
307,37.15578525,124.1605148,
308,37.02752094,128.1974266,
309,37.43206997,126.4959538,
310,37.4725718,128.5523753,
311,37.40484691,127.3672903,
312,37.17558826,128.5002816,
313,37.24262088,124.3286084,
314,37.13307189,128.4839888,
315,37.37789593,125.3192342,
316,37.64460389,124.3193635,
317,37.6534701,124.8755985,
318,37.45786318,126.1699828,
319,37.49588897,123.975222,
320,36.99268706,124.4631102,
321,37.53501917,124.1187394,
322,37.56356941,128.1145676,
323,37.47942939,127.1283993,
324,37.39475205,123.9720121,
325,37.55638393,125.7277707,
326,37.47722525,127.3134087,
327,37.03933938,128.0243063,
328,37.53301816,127.9052867,
329,37.09281404,126.6652366,
330,37.71390051,127.565602,
331,36.99424581,124.6431706,
332,37.04314891,125.826056,
333,37.34666005,124.2334568,
334,37.2977137,125.1339477,
335,37.43139589,128.1560477,
336,37.44375059,128.471872,
337,37.14288217,124.7944294,
338,37.59847797,124.6933472,
339,37.68182693,128.5135732,
340,37.05384115,126.548928,
341,37.49865457,128.1090565,
342,37.51274875,124.4496953,
343,37.51623339,125.8174102,
344,37.00148895,126.9177231,
345,37.30742976,124.608348,
346,37.65436235,127.2089712,
347,37.0569562,128.5835121,
348,37.386273,124.450166,
349,37.30527668,126.1512879,
350,37.73573555,124.9258645,
351,37.23868344,125.2420005,
352,37.65698207,125.6902542,
353,37.59276124,128.190399,
354,37.36490573,124.5595352,
355,37.02882572,125.9960569,
356,37.48474684,125.2445681,
357,37.36810738,123.9478584,
358,37.51203247,125.6658699,
359,37.46953822,127.1227444,
360,37.57257539,124.8293366,
361,37.66087919,124.6012166,
362,37.60494911,125.0543394,
363,37.54899636,127.5434057,
364,37.1351903,124.1505448,
365,37.26572868,124.7764628,
366,37.08686601,128.4589629,
367,37.63881671,124.4884518,
368,37.4590018,128.5272767,
369,37.38652754,127.4938631,
370,37.48047984,128.1119676,
371,37.25190119,126.3840988,
372,37.63043415,126.4640425,
373,37.3403592,124.7780692,
374,37.65770974,126.9319368,
375,37.14505672,128.2223213,
376,37.15996572,125.1821232,
377,37.61173181,124.8762186,
378,37.48313203,128.6604341,
379,37.32352352,126.4764162,
380,37.61294588,124.8665152,
381,37.22657342,125.3975822,
382,37.39185097,125.2747931,
383,36.97882385,125.3073793,
384,37.09811327,128.6735985,
385,37.48252594,125.3684566,
386,37.1635226,124.3784524,
387,37.44709729,124.5348709,
388,37.00118219,125.0352841,
389,37.35219986,124.4860214,
390,37.04701299,127.9558434,
391,37.52219588,126.9274604,
392,37.38077946,125.3195141,
393,37.69462728,125.7955943,
394,37.66528454,127.6657793,
395,37.54841817,125.7614923,
396,37.45043008,124.7463302,
397,37.33601281,126.2401525,
398,37.56240161,124.7468178,
399,37.35067137,127.4521645,
400,37.29093286,124.5849215,
401,37.4411796,124.7026304,
402,37.53862386,124.8808508,
403,37.0090141,125.0091417,
404,37.47075278,125.7499554,
405,37.06024626,128.0010558,
406,37.42490726,124.5604709,
407,37.44065896,124.5180298,
408,37.0407529,125.7257183,
409,37.46663363,125.2510384,
410,37.00492409,124.7586812,
411,37.43872218,127.9010728,
412,37.68738753,127.0066388,
413,37.37512403,126.5910407,
414,37.23224643,125.1532542,
415,37.69973089,124.5856037,
416,37.27419207,127.367616,
417,37.53401247,125.6752169,
418,37.74376308,127.6095851,
419,37.0652406,124.2200248,
420,37.12542495,126.2384287,
421,37.37499672,125.1654327,
422,37.64875666,125.5280804,
423,37.67729805,126.2842057,
424,37.37634429,125.4552357,
425,37.71723398,127.7107962,
426,37.33385366,128.1674905,
427,37.6621429,128.4775333,
428,37.48538981,125.9058156,
429,37.20860523,127.7250723,
430,37.14682664,126.4011577,
431,37.2998522,127.7842218,
432,37.18966277,125.0333522,
433,37.22410613,126.6576166,
434,37.42224503,128.2544595,
435,37.48671121,126.8212575,
436,36.99208371,127.3064283,
437,37.07628149,124.4447546,
438,37.19924288,128.6957964,
439,37.41483504,124.3230982,
440,37.66624036,125.7500035,
441,37.23060172,124.450714,
442,37.67598236,128.1623007,
443,37.39552931,127.5445679,
444,37.48481332,127.1588214,
445,37.6722046,124.0519369,
446,37.66772776,127.9948353,
447,37.19807549,127.2542513,
448,37.33165165,127.1871375,
449,37.59114338,127.2092874,
450,37.2945928,126.0576964,
451,37.70841646,125.4275597,
452,37.58295694,126.2770924,
453,37.30438697,124.5769989,
454,37.50360615,128.4212831,
455,37.65678769,126.5935127,
456,37.19568233,126.522628,
457,37.16716373,124.8349909,
458,37.36495137,126.8811327,
459,37.12098929,127.2958879,
460,37.01462095,127.7121588,
461,37.07533063,127.2493558,
462,37.45280647,128.1953574,
463,37.50914203,125.5447144,
464,37.46351631,127.3249741,
465,37.36460128,124.0520524,
466,37.02514,127.2500225,
467,37.01444835,126.0740246,
468,37.71939932,124.6281028,
469,37.58387485,124.8753615,
470,37.60075639,125.5137232,
471,37.69060666,124.0797982,
472,37.18959597,124.9115626,
473,37.29233716,127.472151,
474,37.69905142,127.6775912,
475,37.14752617,125.9702715,
476,37.69494667,124.4750495,
477,37.02443493,126.9020208,
478,37.55881022,126.4136922,
479,37.47634396,128.6235458,
480,37.59684556,128.5178106,
481,37.67685664,124.0455092,
482,37.53981133,124.5264916,
483,37.50509294,124.2445964,
484,37.36947601,127.449484,
485,37.33741257,125.905312,
486,37.32381744,124.9087494,
487,37.19462585,124.0936333,
488,37.74742343,124.3752796,
489,37.16163326,127.0194902,
490,37.07009975,128.5611574,
491,37.62695446,125.3210991,
492,37.66782943,126.1412366,
493,37.31643288,126.7457914,
494,37.59144155,124.929096,
495,37.65112563,126.5465378,
496,37.42062336,127.6294961,
497,37.4227579,125.6120591,
498,37.30961578,124.4548735,
499,37.5690235,127.5869846,
500,37.69149295,124.6509488,
501,37.43264501,124.0108489,
502,37.56754569,124.7779941,
503,37.64064715,124.4502151,
504,37.26009273,127.8048408,
505,37.64712496,127.9635489,
506,37.37014506,124.8398919,
507,37.74229874,124.7156125,
508,36.99856443,127.2489133,
509,37.43562656,127.1880752,
510,37.26561192,127.2294961,
511,37.23036202,126.2909211,
512,37.15815871,126.3936883,
513,37.09626959,127.4029122,
514,37.22500184,124.7453257,
515,37.00703792,127.0253212,
516,37.13054444,127.6930512,
517,36.99201951,125.8041765,
518,37.08178687,126.6892931,
519,37.54203571,124.2503298,
520,37.54189212,127.106614,
521,37.2931687,127.0855512,
522,37.02130865,127.5176874,
523,37.09934222,124.8292256,
524,37.03897591,125.76219,
525,37.68765195,127.2927824,
526,37.5313117,128.6723092,
527,37.06354179,126.0839172,
528,37.62772017,124.0054106,
529,37.06116241,126.7113831,
530,37.41866789,126.1794316,
531,37.19312105,125.6530698,
532,37.46236265,126.6290113,
533,37.08319138,127.6051208,
534,37.11587038,124.3036247,
535,37.70257903,127.1414729,
536,37.60003694,125.1042045,
537,37.61015752,127.3228473,
538,37.32481975,127.9329017,
539,37.56871146,125.6020832,
540,37.24055728,124.147618,
541,37.11777142,125.786728,
542,37.25524328,127.6645356,
543,37.73285118,127.4478479,
544,37.71365158,124.6223098,
545,37.59831227,125.6425618,
546,37.01774671,126.8229149,
547,37.32541309,124.863439,
548,37.42842897,127.3389446,
549,37.59998537,126.2318863,
550,37.6553017,127.9628482,
551,37.08071324,124.5284903,
552,37.26010698,126.7677667,
553,37.66584279,125.07374,
554,37.52743483,124.1416991,
555,37.45736554,126.775039,
556,37.07647333,128.3969986,
557,37.19574681,126.9207111,
558,37.43348592,127.4607418,
559,37.00131483,127.7417849,
560,37.21774897,125.5269056,
561,37.31011306,128.1031048,
562,37.21448592,124.5339261,
563,36.98164768,124.7217086,
564,37.36598574,128.4666043,
565,37.57476443,126.9092581,
566,37.24554193,126.0187453,
567,37.6317758,126.320193,
568,37.00333217,128.4106128,
569,37.24545401,127.358482,
570,37.10691379,125.7934664,
571,37.47432737,127.6051228,
572,37.61805252,126.8219341,
573,37.19126219,126.5224295,
574,37.13560652,126.7772111,
575,37.54539952,127.3848825,
576,37.22941154,126.2978408,
577,37.07478789,124.0370348,
578,37.13262381,126.2218783,
579,37.35552677,127.245945,
580,37.63518562,125.6662332,
581,37.68535326,127.2164047,
582,37.24877888,128.0495124,
583,37.09467348,125.3936357,
584,37.29140142,124.433643,
585,37.26963093,127.9040836,
586,37.28657618,125.0697663,
587,37.41481188,127.8131037,
588,37.26630822,127.5678433,
589,37.68436616,126.9676802,
590,37.317369,124.9679611,
591,36.99629616,124.2683261,
592,37.11450353,125.4148855,
593,37.16306946,124.2807419,
594,37.51782238,124.0098025,
595,37.21175964,124.1505661,
596,37.70606885,128.6264993,
597,37.69945698,124.5886505,
598,37.74676148,126.0694327,
599,37.11603593,126.4716572,
600,37.68305866,127.0142034,
601,37.673039,126.1483338,
602,37.60667491,124.5397564,
603,37.05755296,125.8501717,
604,37.49594242,124.3179088,
605,37.6449401,127.7059895,
606,37.3669108,125.4044172,
607,37.71728048,126.9743107,
608,37.1141067,125.059669,
609,37.69120341,124.5959099,
610,37.42612596,126.1094492,
611,37.37261603,128.0307719,
612,37.17033546,125.5329646,
613,37.28192354,126.9122709,
614,37.41371849,124.0262624,
615,37.6252853,128.383197,
616,37.68096794,127.5195827,
617,37.18234155,127.3350046,
618,37.26028159,128.3039183,
619,37.04893732,124.3807702,
620,37.14188989,124.2442654,
621,37.08389339,126.9472382,
622,37.091508,127.132184,
623,37.27120206,124.8005544,
624,37.18952603,124.5754876,
625,37.49193628,127.2109688,
626,37.12038339,125.9528225,
627,37.38002341,126.4203523,
628,37.38572523,125.2586079,
629,37.01704397,124.542719,
630,37.28671999,126.695256,
631,37.29947306,126.8400092,
632,37.48985029,126.8719084,
633,37.02807379,126.2886526,
634,37.05175509,128.4090497,
635,37.67609785,124.2259595,
636,37.36909863,128.1258386,
637,37.34815261,123.93468,
638,37.15766891,124.9630896,
639,37.38535479,124.5606147,
640,37.29211424,124.3299011,
641,36.98169954,125.8527521,
642,37.1057421,127.8103967,
643,37.50557804,127.4568663,
644,37.43645205,128.568755,
645,37.07686396,125.5963829,
646,37.21265184,125.8226636,
647,37.40448851,126.1439213,
648,37.15704093,127.1667021,
649,37.21364395,124.1808778,
650,37.72617487,128.0759621,
651,37.32602255,125.2081115,
652,37.43677542,124.8240412,
653,37.45348084,126.8347306,
654,37.54107567,127.543815,
655,37.05862,124.0403242,
656,37.61049661,127.5787239,
657,37.39760853,125.2090885,
658,37.26653985,127.3199047,
659,37.16009541,124.1263935,
660,36.99690001,126.3294751,
661,37.63285896,123.8933945,
662,37.0034517,125.9313807,
663,37.42726038,126.5604422,
664,37.02887519,128.3729564,
665,37.1109184,124.9695058,
666,37.65302439,124.7502547,
667,37.68617524,126.4003975,
668,37.40332211,127.6385643,
669,37.12798631,124.5527321,
670,37.60328459,128.5137632,
671,37.16124728,126.9566198,
672,37.73600607,127.7501681,
673,37.20371275,125.0518954,
674,37.55736724,125.1658006,
675,37.35727092,127.9616573,
676,37.59020391,125.627823,
677,37.29344744,127.3079528,
678,37.34727597,126.9791809,
679,37.41533284,125.507612,
680,37.29144913,123.8925779,
681,37.11970075,128.580389,
682,37.55073455,125.6950102,
683,37.44151536,127.0420121,
684,37.74512996,126.780379,
685,37.72298921,124.6206462,
686,37.22767419,124.8597461,
687,37.20501432,125.5426742,
688,37.34343196,124.341734,
689,37.29364449,124.2003881,
690,37.28081339,126.4539393,
691,37.30303589,128.534225,
692,37.46288475,124.4733091,
693,37.18895448,126.0931272,
694,37.67084465,127.4208971,
695,37.24601623,124.4873487,
696,37.24144258,127.1586069,
697,37.52699564,126.7672636,
698,37.35541675,128.1720267,
699,37.46645159,124.1353874,
700,37.58430754,127.7252482,
701,37.4047114,127.8713184,
702,37.39045739,127.0896422,
703,37.71528687,127.948586,
704,37.27896657,126.7568328,
705,37.08148061,123.9306633,
706,37.37858893,127.2371278,
707,36.99278446,127.3177627,
708,37.72063838,124.252699,
709,37.1141845,128.488454,
710,37.14124117,124.7971652,
711,37.47909251,126.0015602,
712,37.35726644,127.2475877,
713,37.18174983,126.2934662,
714,37.69292618,126.672642,
715,37.55692696,127.7944065,
716,37.28329148,125.8322265,
717,37.43163059,124.2994418,
718,37.41001688,125.0364754,
719,37.11534728,126.0438739,
720,37.69168498,127.8122477,
721,37.2676425,125.1818325,
722,37.4863521,128.6006099,
723,37.62483839,125.1841964,
724,37.45948609,124.3047826,
725,37.41835287,126.4919361,
726,37.61256194,125.7444115,
727,37.04442894,124.7802835,
728,37.64234317,125.263719,
729,37.01995539,124.6972555,
730,37.48315447,126.754889,
731,37.11103095,127.2098845,
732,37.13333027,125.7623842,
733,37.6076003,125.0581075,
734,37.43809469,126.2771039,
735,37.0235632,126.7482316,
736,37.70862342,128.6622314,
737,37.459222,128.3243286,
738,37.05632452,126.4998577,
739,37.2522472,125.3283949,
740,37.05110877,126.1463184,
741,37.34363733,128.5851785,
742,37.53644049,127.9576881,
743,37.06918247,126.8869108,
744,37.22655461,128.6209313,
745,37.2792039,125.3291165,
746,37.03404626,126.4978649,
747,37.3664498,125.1457736,
748,37.15693022,126.0756994,
749,37.17083635,124.2168386,
750,37.13050137,126.670811,
751,37.37267128,126.2773962,
752,37.19990085,128.2851462,
753,37.50249786,125.7226609,
754,37.63323731,127.3439325,
755,37.59717619,128.5620267,
756,37.42867514,126.65723,
757,37.56796258,126.4397359,
758,37.64742111,126.3253768,
759,37.24449547,126.3613472,
760,37.50136311,127.4360761,
761,37.66617329,128.6417929,
762,37.6192205,125.720713,
763,37.56034692,124.8020682,
764,36.99700278,124.9882258,
765,37.04313291,123.9474149,
766,37.56281613,127.9090389,
767,37.56651337,128.0162758,
768,37.02026734,124.7945194,
769,37.01935679,125.7346303,
770,37.2298859,124.982613,
771,37.57863732,125.9010966,
772,36.99946516,128.6464812,
773,36.9987516,125.2193653,
774,36.99480212,125.1660213,
775,37.3944484,124.5142082,
776,37.14782042,128.033019,
777,37.57444674,124.7927537,
778,37.44251049,124.1450661,
779,37.55640212,127.5540897,
780,37.06660435,126.9741697,
781,37.30792764,126.3153813,
782,37.69739686,127.7190732,
783,37.23307241,125.4729315,
784,37.04578684,124.813583,
785,37.59336745,125.9909627,
786,37.61863532,126.949892,
787,37.09567551,128.2540187,
788,37.24549267,125.4454079,
789,37.43757889,128.6024768,
790,37.47317012,124.832859,
791,37.16562568,125.3288903,
792,37.00828025,125.8216284,
793,37.25201604,125.7567561,
794,37.51782806,126.4063132,
795,37.58091705,126.483742,
796,37.06889942,127.4935141,
797,36.99592795,123.9555691,
798,37.55446063,128.6572302,
799,37.65324799,124.8469182,
800,37.55656957,124.8283692,
801,37.36571641,125.1280702,
802,37.17159387,127.9465229,
803,37.10391619,127.4821003,
804,37.71435591,128.0280541,
805,37.09573934,127.1703223,
806,37.41787099,126.1537594,
807,37.41662947,123.9365182,
808,37.10327294,128.3820751,
809,37.64719866,128.278767,
810,37.16230426,128.245939,
811,37.69336401,127.4067413,
812,37.69482219,125.1806298,
813,37.03517838,127.5155697,
814,37.3787271,127.4489849,
815,37.55870408,127.4933988,
816,37.49403983,127.0201552,
817,37.64971088,123.9842093,
818,37.12772769,126.7529988,
819,37.47523641,128.0639758,
820,37.6371939,124.6191885,
821,37.50882465,125.2405226,
822,37.38786427,127.1875085,
823,37.44592719,123.9710566,
824,37.25448764,124.180273,
825,37.63203812,126.1364248,
826,37.05946186,126.8655986,
827,37.64156649,125.3001061,
828,37.58638099,124.333968,
829,37.59916604,124.0213871,
830,37.07819362,126.4891349,
831,37.10589949,124.0494898,
832,37.35838246,128.6631526,
833,37.43857775,126.338254,
834,37.52383464,125.2125805,
835,37.42284687,125.3493618,
836,37.60259704,126.8493133,
837,37.14440041,124.9066932,
838,37.26210417,124.1516252,
839,37.68292743,125.6421871,
840,37.48504806,127.6450678,
841,36.98424953,125.5861737,
842,37.14192366,125.2597221,
843,37.65428773,125.5187937,
844,37.68786588,125.6562287,
845,37.06508759,127.208611,
846,37.46802729,128.0069746,
847,37.50597758,126.0814724,
848,37.00095821,127.5345672,
849,37.12158529,126.2002796,
850,37.7203733,127.4823794,
851,37.72757468,127.0343613,
852,37.56259304,125.807716,
853,37.16419387,128.3987323,
854,37.04845684,126.6460467,
855,37.43130525,127.402859,
856,37.68797025,125.6540882,
857,37.34843802,128.5009664,
858,36.99206909,127.5812338,
859,37.35064789,127.9290652,
860,37.2270992,125.0813747,
861,37.14129163,126.688823,
862,37.65182912,127.7525215,
863,37.71084462,128.2358812,
864,37.57260537,127.9246775,
865,37.29200066,126.7406535,
866,37.1867437,128.3617765,
867,37.68865001,127.1181481,
868,37.35961781,126.3977878,
869,37.3736398,123.9542336,
870,37.20184879,128.0982566,
871,37.68836758,124.9987307,
872,37.07672227,127.0285453,
873,37.19811793,126.4062087,
874,37.17574375,128.3233486,
875,37.36998731,125.1162356,
876,37.32893781,124.1038663,
877,37.12978707,128.4694502,
878,37.32002024,126.4936582,
879,37.05280754,128.3596871,
880,37.38215166,124.6479019,
881,37.11470961,126.4330358,
882,37.35530962,124.6605674,
883,37.42513118,126.3028084,
884,37.15872769,127.5180379,
885,37.36540281,126.8226925,
886,37.69056045,128.6638634,
887,37.66680529,124.4540284,
888,37.67315637,126.8057689,
889,37.51923168,126.2138499,
890,37.52210481,125.6590119,
891,37.36351922,128.0312892,
892,37.28116475,124.5293161,
893,37.68342823,127.8873302,
894,37.01446002,124.1395608,
895,37.3759711,128.44644,
896,37.05826635,123.8995694,
897,37.49026674,128.5349405,
898,37.0717952,128.2278666,
899,37.2850614,124.2954504,
900,37.10146008,125.1155009,
901,37.05152559,125.494461,
902,37.02120149,126.2878524,
903,37.6830417,126.5475322,
904,37.63836518,125.1332223,
905,37.71763163,125.8876431,
906,37.19992621,127.6894573,
907,37.11739246,126.8317844,
908,37.63763844,125.6477934,
909,37.60642597,125.0010514,
910,37.43478647,126.9259906,
911,37.66858358,128.1302337,
912,37.48375715,126.3579275,
913,37.69301521,127.3681688,
914,37.69466303,127.3269025,
915,37.32676654,124.1007217,
916,37.22357956,126.2514282,
917,37.19829284,124.6225095,
918,37.04022737,124.9947604,
919,37.05834671,127.316276,
920,37.74173237,128.3105823,
921,37.58588597,124.0625914,
922,37.49406706,126.8075962,
923,37.53378471,127.7558193,
924,37.71410162,124.1601623,
925,37.64026448,124.427014,
926,37.26495839,127.1295486,
927,37.04517191,126.8836124,
928,37.30070918,123.8972394,
929,37.09801011,128.4053858,
930,37.52848818,127.1114664,
931,37.32536014,124.6823051,
932,37.55294627,125.2032988,
933,37.13566315,127.1391172,
934,37.74015509,126.7145953,
935,37.159475,125.6986505,
936,37.72816551,126.1389912,
937,37.7412949,127.5195301,
938,37.42505245,127.5778576,
